"char1","n","chapter","book","prob"
"i",896,37,2,0.0499749009983825
"j",10,37,2,0.000557755591499805
"k",106,37,2,0.00591220926989793
"l",599,37,2,0.0334095599308383
"m",348,37,2,0.0194098945841932
"n",940,37,2,0.0524290256009817
"o",1046,37,2,0.0583412348708796
"p",227,37,2,0.0126610519270456
"q",11,37,2,0.000613531150649785
"r",886,37,2,0.0494171454068827
"s",874,37,2,0.0487478386970829
"t",1210,37,2,0.0674884265714764
"u",381,37,2,0.0212504880361426
"v",166,37,2,0.00925874281889676
"w",340,37,2,0.0189636901109934
"x",23,37,2,0.00128283786044955
"y",269,37,2,0.0150036254113447
"z",3,37,2,0.000167326677449941
" ",4373,38,2,0.213140322659258
"a",1274,38,2,0.0620948481746844
"b",218,38,2,0.0106253350879758
"c",402,38,2,0.0195935078227811
"d",724,38,2,0.0352878101086904
"e",2065,38,2,0.100648242920505
"f",341,38,2,0.0166203636009163
"g",326,38,2,0.0158892625627528
"h",1106,38,2,0.0539065165472535
"i",1126,38,2,0.0548813179314715
"j",20,38,2,0.000974801384217966
"k",103,38,2,0.00502022712872252
"l",656,38,2,0.0319734854023493
"m",440,38,2,0.0214456304527952
"n",1076,38,2,0.0524443144709265
"o",1240,38,2,0.0604376858215139
"p",265,38,2,0.012916118340888
"q",11,38,2,0.000536140761319881
"r",948,38,2,0.0462055856119316
"s",1007,38,2,0.0490812496953746
"t",1373,38,2,0.0669201150265633
"u",453,38,2,0.0220792513525369
"v",181,38,2,0.00882195252717259
"w",398,38,2,0.0193985475459375
"x",25,38,2,0.00121850173027246
"y",365,38,2,0.0177901252619779
"z",1,38,2,4.87400692108983e-05
" ",3317,39,2,0.216330789799778
"a",892,39,2,0.0581751777212548
"b",162,39,2,0.0105654470749364
"c",265,39,2,0.0172829844127046
"d",541,39,2,0.0352833757255593
"e",1553,39,2,0.10128481053936
"f",288,39,2,0.0187830170221092
"g",221,39,2,0.0144133568121046
"h",766,39,2,0.049957607774082
"i",789,39,2,0.0514576403834866
"j",15,39,2,0.000978282136568186
"k",65,39,2,0.00423922259179547
"l",465,39,2,0.0303267462336138
"m",302,39,2,0.0196960803495728
"n",808,39,2,0.052696797756473
"o",1017,39,2,0.066327528859323
"p",214,39,2,0.0139568251483728
"q",6,39,2,0.000391312854627274
"r",791,39,2,0.0515880780016957
"s",699,39,2,0.0455879475640775
"t",1053,39,2,0.0686754059870867
"u",365,39,2,0.0238048653231592
"v",132,39,2,0.00860888280180004
"w",287,39,2,0.0187177982130046
"x",12,39,2,0.000782625709254549
"y",308,39,2,0.0200873932042001
" ",1172,40,2,0.215282880235121
"a",337,40,2,0.0619030124908156
"b",55,40,2,0.0101028655400441
"c",100,40,2,0.0183688464364438
"d",198,40,2,0.0363703159441587
"e",521,40,2,0.0957016899338722
"f",68,40,2,0.0124908155767818
"g",94,40,2,0.0172667156502572
"h",246,40,2,0.0451873622336517
"i",322,40,2,0.059147685525349
"j",7,40,2,0.00128581925055107
"k",27,40,2,0.00495958853783982
"l",191,40,2,0.0350844966936076
"m",115,40,2,0.0211241734019104
"n",280,40,2,0.0514327700220426
"o",359,40,2,0.0659441587068332
"p",77,40,2,0.0141440117560617
"q",7,40,2,0.00128581925055107
"r",267,40,2,0.0490448199853049
"s",244,40,2,0.0448199853049229
"t",356,40,2,0.0653930933137399
"u",124,40,2,0.0227773695811903
"v",41,40,2,0.00753122703894195
"w",104,40,2,0.0191036002939015
"x",9,40,2,0.00165319617927994
"y",121,40,2,0.022226304188097
"z",2,40,2,0.000367376928728876
" ",4411,41,2,0.216895313959778
"a",1265,41,2,0.0622018980183901
"b",323,41,2,0.0158823818655652
"c",384,41,2,0.0188818409794955
"d",722,41,2,0.0355017947583223
"e",2013,41,2,0.0989821507596991
"f",305,41,2,0.0149972955696514
"g",331,41,2,0.0162757535526381
"h",1028,41,2,0.0505482617888577
"i",1051,41,2,0.0516792053891921
"j",17,41,2,0.000835914835029749
"k",127,41,2,0.00624477553228106
"l",567,41,2,0.0278802183212863
"m",536,41,2,0.0263559030338791
"n",1062,41,2,0.0522200914589172
"o",1176,41,2,0.057825637999705
"p",298,41,2,0.0146530953434627
"q",17,41,2,0.000835914835029749
"r",1007,41,2,0.0495156611102916
"s",998,41,2,0.0490731179623347
"t",1339,41,2,0.0658405861238137
"u",481,41,2,0.0236514726852535
"v",127,41,2,0.00624477553228106
"w",385,41,2,0.0189310124403796
"x",30,41,2,0.00147514382652309
"y",332,41,2,0.0163249250135222
"z",5,41,2,0.000245857304420514
" ",4382,42,2,0.218140183193947
"a",1245,42,2,0.0619772998805257
"b",292,42,2,0.0145360414177618
"c",332,42,2,0.0165272799681402
"d",794,42,2,0.03952608522501
"e",1930,42,2,0.0960772600557547
"f",303,42,2,0.0150836320191159
"g",303,42,2,0.0150836320191159
"h",990,42,2,0.0492831541218638
"i",1036,42,2,0.0515730784547989
"j",8,42,2,0.000398247710075667
"k",175,42,2,0.00871166865790522
"l",638,42,2,0.0317602548785344
"m",482,42,2,0.0239944245320589
"n",1110,42,2,0.0552568697729988
"o",1200,42,2,0.0597371565113501
"p",276,42,2,0.0137395459976105
"q",15,42,2,0.000746714456391876
"r",930,42,2,0.0462962962962963
"s",920,42,2,0.0457984866587017
"t",1404,42,2,0.0698924731182796
"u",441,42,2,0.0219534050179211
"v",138,42,2,0.00686977299880526
"w",425,42,2,0.0211569095977698
"x",15,42,2,0.000746714456391876
"y",302,42,2,0.0150338510553564
"z",2,42,2,9.95619275189168e-05
" ",6347,43,2,0.218072496134685
"a",1823,43,2,0.0626352860333276
"b",327,43,2,0.0112351829582546
"c",513,43,2,0.0176258374849682
"d",1054,43,2,0.0362137089847105
"e",2762,43,2,0.0948977838859303
"f",487,43,2,0.0167325201855351
"g",595,43,2,0.0204432228139495
"h",1496,43,2,0.051400103075073
"i",1597,43,2,0.0548702971997938
"j",25,43,2,0.000858958941762584
"k",223,43,2,0.00766191376052225
"l",899,43,2,0.0308881635457825
"m",573,43,2,0.0196873389451984
"n",1605,43,2,0.0551451640611579
"o",1719,43,2,0.0590620168355953
"p",383,43,2,0.0131592509878028
"q",31,43,2,0.0010651090877856
"r",1318,43,2,0.0452843154097234
"s",1405,43,2,0.0482734925270572
"t",2023,43,2,0.0695069575674283
"u",646,43,2,0.0221954990551452
"v",207,43,2,0.00711218003779419
"w",536,43,2,0.0184160797113898
"x",35,43,2,0.00120254251846762
"y",469,43,2,0.0161140697474661
"z",7,43,2,0.000240508503693523
" ",3062,44,2,0.227861288882274
"a",821,44,2,0.0610954011013544
"b",143,44,2,0.0106414645036464
"c",214,44,2,0.0159249888376246
"d",475,44,2,0.0353475219526715
"e",1236,44,2,0.0919779729126358
"f",229,44,2,0.0170412263729722
"g",232,44,2,0.0172644738800417
"h",689,44,2,0.0512725107902962
"i",747,44,2,0.0555886292603066
"j",8,44,2,0.000595326685518678
"k",99,44,2,0.00736716773329364
"l",418,44,2,0.0311058193183509
"m",273,44,2,0.0203155231433249
"n",710,44,2,0.0528352433397827
"o",857,44,2,0.0637743711861884
"p",122,44,2,0.00907873195415984
"q",5,44,2,0.000372079178449174
"r",569,44,2,0.042342610507516
"s",630,44,2,0.0468819764845959
"t",889,44,2,0.0661556779282631
"u",338,44,2,0.0251525524631642
"v",134,44,2,0.00997172198243786
"w",250,44,2,0.0186039589224587
"x",6,44,2,0.000446495014139009
"y",281,44,2,0.0209108498288436
"z",1,44,2,7.44158356898348e-05
" ",4191,45,2,0.21077248038624
"a",1106,45,2,0.0556226111446389
"b",259,45,2,0.0130255481794408
"c",393,45,2,0.0197646348823174
"d",727,45,2,0.0365620599476966
"e",1953,45,2,0.098219674109837
"f",310,45,2,0.0155904244618789
"g",326,45,2,0.0163950915308791
"h",935,45,2,0.0470227318446993
"i",1154,45,2,0.0580366123516395
"j",18,45,2,0.000905250452625226
"k",100,45,2,0.00502916918125126
"l",625,45,2,0.0314323073828204
"m",455,45,2,0.0228827197746932
"n",1102,45,2,0.0554214443773889
"o",1298,45,2,0.0652786159726413
"p",280,45,2,0.0140816737075035
"q",18,45,2,0.000905250452625226
"r",978,45,2,0.0491852745926373
"s",985,45,2,0.0495373164353249
"t",1342,45,2,0.0674914504123919
"u",431,45,2,0.0216757191711929
"v",157,45,2,0.00789579561456447
"w",396,45,2,0.019915509957755
"x",31,45,2,0.00155904244618789
"y",312,45,2,0.0156910078455039
"z",2,45,2,0.000100583383625025
" ",4586,46,2,0.223195600330949
"a",1332,46,2,0.0648269820411739
"b",236,46,2,0.0114858616829707
"c",386,46,2,0.0187861974984183
"d",740,46,2,0.0360149900228744
"e",1942,46,2,0.0945150143573271
"f",307,46,2,0.0149413539689492
"g",391,46,2,0.0190295420255998
"h",1017,46,2,0.0494962768287341
"i",1077,46,2,0.0524164111549131
"j",30,46,2,0.0014600671630895
"k",172,46,2,0.00837105173504648
"l",669,46,2,0.0325594977368959
"m",392,46,2,0.0190782109310362
"n",1163,46,2,0.0566019370224364
"o",1239,46,2,0.0603007738355964
"p",341,46,2,0.016596096753784
"q",12,46,2,0.000584026865235801
"r",908,46,2,0.0441913661361756
"s",901,46,2,0.0438506837981214
"t",1378,46,2,0.0670657516912445
"u",426,46,2,0.0207329537158709
"v",124,46,2,0.00603494427410328
"w",365,46,2,0.0177641504842556
"x",22,46,2,0.00107071591959897
"y",388,46,2,0.0188835353092909
"z",3,46,2,0.00014600671630895
" ",4642,47,2,0.22349542609533
"a",1295,47,2,0.062349542609533
"b",280,47,2,0.013480982185845
"c",376,47,2,0.0181030332209918
"d",680,47,2,0.0327395281656235
"e",1977,47,2,0.0951853635050554
"f",393,47,2,0.0189215214251324
"g",387,47,2,0.0186326432354357
"h",1037,47,2,0.0499277804525758
"i",1117,47,2,0.0537794896485315
"j",32,47,2,0.00154068367838228
"k",150,47,2,0.00722195474241695
"l",653,47,2,0.0314395763119884
"m",425,47,2,0.0204622051035147
"n",1119,47,2,0.0538757823784304
"o",1237,47,2,0.0595570534424651
"p",274,47,2,0.0131921039961483
"q",22,47,2,0.00105922002888782
"r",935,47,2,0.0450168512277323
"s",925,47,2,0.0445353875782378
"t",1449,47,2,0.0697640828117477
"u",447,47,2,0.0215214251324025
"v",125,47,2,0.00601829561868079
"w",399,47,2,0.0192103996148291
"x",22,47,2,0.00105922002888782
"y",370,47,2,0.0178141550312951
"z",2,47,2,9.62927298988926e-05
" ",2929,48,2,0.226580026301539
"a",731,48,2,0.0565483097393053
"b",138,48,2,0.0106753307031794
"c",212,48,2,0.0163997833990872
"d",477,48,2,0.0368995126479462
"e",1273,48,2,0.0984760578633867
"f",235,48,2,0.0181790051829504
"g",241,48,2,0.0186431499961321
"h",713,48,2,0.0551558752997602
"i",708,48,2,0.0547690879554421
"j",19,48,2,0.00146979190840876
"k",126,48,2,0.00974704107681597
"l",388,48,2,0.0300146979190841
"m",221,48,2,0.0170960006188598
"n",673,48,2,0.0520615765452154
"o",782,48,2,0.0604935406513499
"p",144,48,2,0.0111394755163611
"q",6,48,2,0.000464144813181713
"r",574,48,2,0.0444031871277172
"s",653,48,2,0.0505144271679431
"t",880,48,2,0.0680745725999845
"u",301,48,2,0.0232845981279493
"v",67,48,2,0.00518295041386246
"w",243,48,2,0.0187978649338594
"x",10,48,2,0.000773574688636188
"y",179,48,2,0.0138469869265878
"z",4,48,2,0.000309429875454475
" ",1552,49,2,0.235722964763062
"a",432,49,2,0.0656136087484812
"b",73,49,2,0.0110874848116646
"c",112,49,2,0.0170109356014581
"d",259,49,2,0.0393377885783718
"e",654,49,2,0.0993317132442284
"f",116,49,2,0.0176184690157959
"g",119,49,2,0.0180741190765492
"h",316,49,2,0.0479951397326853
"i",353,49,2,0.0536148238153098
"j",8,49,2,0.00121506682867558
"k",43,49,2,0.00653098420413123
"l",181,49,2,0.0274908869987849
"m",117,49,2,0.0177703523693803
"n",360,49,2,0.054678007290401
"o",376,49,2,0.0571081409477521
"p",90,49,2,0.0136695018226002
"q",4,49,2,0.000607533414337789
"r",287,49,2,0.0435905224787363
"s",299,49,2,0.0454131227217497
"t",449,49,2,0.0681956257594168
"u",119,49,2,0.0180741190765492
"v",34,49,2,0.0051640340218712
"w",116,49,2,0.0176184690157959
"x",10,49,2,0.00151883353584447
"y",105,49,2,0.015947752126367
" ",4262,50,2,0.220201498320847
"a",1181,50,2,0.0610178248514596
"b",201,50,2,0.0103849134590545
"c",353,50,2,0.0182381813484888
"d",690,50,2,0.0356497029191423
"e",2009,50,2,0.10379746835443
"f",329,50,2,0.016998191681736
"g",338,50,2,0.0174631878067683
"h",1062,50,2,0.0548695427538104
"i",976,50,2,0.0504262464479463
"j",14,50,2,0.000723327305605787
"k",115,50,2,0.00594161715319039
"l",598,50,2,0.03089640919659
"m",382,50,2,0.019736502195815
"n",965,50,2,0.0498579178506846
"o",1138,50,2,0.0587961766985275
"p",287,50,2,0.0148282097649186
"q",10,50,2,0.00051666236114699
"r",873,50,2,0.0451046241281323
"s",908,50,2,0.0469129423921467
"t",1405,50,2,0.0725910617411522
"u",440,50,2,0.0227331438904676
"v",153,50,2,0.00790493412554895
"w",317,50,2,0.0163781968483596
"x",16,50,2,0.000826659777835185
"y",333,50,2,0.0172048566261948
" ",3096,51,2,0.228301747658727
"a",834,51,2,0.0614998893886882
"b",174,51,2,0.0128309121746184
"c",193,51,2,0.0142319887913871
"d",523,51,2,0.0385664773984219
"e",1253,51,2,0.0923973158321658
"f",220,51,2,0.0162229924046899
"g",263,51,2,0.0193938500110611
"h",763,51,2,0.0562642872944473
"i",765,51,2,0.0564117690435809
"j",12,51,2,0.000884890494801268
"k",119,51,2,0.00877516407344591
"l",478,51,2,0.0352481380429172
"m",224,51,2,0.016517955902957
"n",654,51,2,0.0482265319666691
"o",789,51,2,0.0581815500331834
"p",179,51,2,0.0131996165474523
"q",4,51,2,0.000294963498267089
"r",584,51,2,0.0430646707469951
"s",660,51,2,0.0486689772140698
"t",937,51,2,0.0690951994690657
"u",288,51,2,0.0212373718752304
"v",83,51,2,0.00612049258904211
"w",258,51,2,0.0190251456382273
"x",11,51,2,0.000811149620234496
"y",196,51,2,0.0144532114150874
"z",1,51,2,7.37408745667724e-05
" ",4030,52,2,0.213103484744329
"a",1212,52,2,0.0640896832531331
"b",222,52,2,0.0117391994077521
"c",333,52,2,0.0176087991116282
"d",776,52,2,0.0410343186505209
"e",1851,52,2,0.097879541007879
"f",315,52,2,0.0166569721326212
"g",367,52,2,0.019406694516419
"h",1041,52,2,0.0550473269525673
"i",937,52,2,0.0495478821849717
"j",11,52,2,0.000581672042726455
"k",153,52,2,0.00809052932155888
"l",570,52,2,0.0301411876685527
"m",354,52,2,0.0187192639204696
"n",1144,52,2,0.0604938924435514
"o",1147,52,2,0.0606525302733859
"p",260,52,2,0.0137486119189889
"q",17,52,2,0.000898947702395431
"r",858,52,2,0.0453704193326635
"s",846,52,2,0.0447358680133256
"t",1412,52,2,0.0746655385754323
"u",403,52,2,0.0213103484744329
"v",105,52,2,0.00555232404420708
"w",348,52,2,0.0184019882608006
"x",11,52,2,0.000581672042726455
"y",184,52,2,0.00972978689651526
"z",4,52,2,0.000211517106445984
" ",4298,53,2,0.221306832809845
"a",1125,53,2,0.0579269862519953
"b",229,53,2,0.0117913598681839
"c",322,53,2,0.0165799907316822
"d",722,53,2,0.0371762525101694
"e",1857,53,2,0.0956181453066269
"f",331,53,2,0.0170434066216982
"g",252,53,2,0.0129756449204469
"h",937,53,2,0.0482467432161063
"i",1028,53,2,0.0529323927707121
"j",13,53,2,0.000669378507800834
"k",127,53,2,0.00653931311466969
"l",606,53,2,0.0312033365944081
"m",433,53,2,0.0222954533752124
"n",1072,53,2,0.0551979815663457
"o",1309,53,2,0.0674012666700994
"p",222,53,2,0.0114309252870604
"q",12,53,2,0.000617887853354616
"r",971,53,2,0.0499974254672777
"s",840,53,2,0.0432521497348231
"t",1272,53,2,0.0654961124555893
"u",457,53,2,0.0235312290819216
"v",134,53,2,0.00689974769579321
"w",449,53,2,0.0231193038463519
"x",13,53,2,0.000669378507800834
"y",389,53,2,0.0200298645795788
"z",1,53,2,5.1490654446218e-05
" ",4881,54,2,0.211115916955017
"a",1349,54,2,0.0583477508650519
"b",267,54,2,0.0115484429065744
"c",464,54,2,0.0200692041522491
"d",904,54,2,0.0391003460207612
"e",2370,54,2,0.102508650519031
"f",380,54,2,0.0164359861591695
"g",391,54,2,0.0169117647058824
"h",1333,54,2,0.0576557093425606
"i",1179,54,2,0.0509948096885813
"j",13,54,2,0.000562283737024222
"k",188,54,2,0.00813148788927336
"l",649,54,2,0.0280709342560554
"m",458,54,2,0.0198096885813149
"n",1256,54,2,0.0543252595155709
"o",1439,54,2,0.0622404844290657
"p",297,54,2,0.0128460207612457
"q",13,54,2,0.000562283737024222
"r",1065,54,2,0.0460640138408304
"s",1144,54,2,0.0494809688581315
"t",1710,54,2,0.073961937716263
"u",458,54,2,0.0198096885813149
"v",142,54,2,0.00614186851211073
"w",436,54,2,0.0188581314878893
"x",23,54,2,0.000994809688581315
"y",304,54,2,0.0131487889273356
"z",7,54,2,0.000302768166089965
" ",5880,55,2,0.224779234680225
"a",1516,55,2,0.057953285676058
"b",303,55,2,0.0115830115830116
"c",409,55,2,0.0156351542490156
"d",984,55,2,0.0376161168240376
"e",2602,55,2,0.0994686341220995
"f",433,55,2,0.0165526205130166
"g",402,55,2,0.0153675599220154
"h",1396,55,2,0.0533659543560534
"i",1352,55,2,0.0516839328720517
"j",16,55,2,0.000611644176000612
"k",160,55,2,0.00611644176000612
"l",845,55,2,0.0323024580450323
"m",540,55,2,0.0206429909400206
"n",1394,55,2,0.0532894988340533
"o",1629,55,2,0.0622730226690623
"p",320,55,2,0.0122328835200122
"q",16,55,2,0.000611644176000612
"r",1304,55,2,0.0498490003440498
"s",1152,55,2,0.044038380672044
"t",1748,55,2,0.0668221262280668
"u",528,55,2,0.0201842578080202
"v",200,55,2,0.00764555220000765
"w",577,55,2,0.0220574180970221
"x",21,55,2,0.000802782981000803
"y",430,55,2,0.0164379372300164
"z",2,55,2,7.64555220000765e-05
" ",3843,56,2,0.214872798434442
"a",1075,56,2,0.0601062342745317
"b",198,56,2,0.0110707296617277
"c",277,56,2,0.0154878389712049
"d",687,56,2,0.038412077159631
"e",1859,56,2,0.103941850712888
"f",300,56,2,0.0167738328207996
"g",321,56,2,0.0179480011182555
"h",1072,56,2,0.0599384959463237
"i",904,56,2,0.050545149566676
"j",26,56,2,0.00145373217780263
"k",119,56,2,0.00665362035225049
"l",542,56,2,0.0303047246295779
"m",334,56,2,0.0186748672071568
"n",995,56,2,0.0556332121889852
"o",1082,56,2,0.0604976237070171
"p",239,56,2,0.0133631534805703
"q",12,56,2,0.000670953312831982
"r",758,56,2,0.0423818842605535
"s",834,56,2,0.0466312552418228
"t",1319,56,2,0.0737489516354487
"u",347,56,2,0.0194017332960581
"v",121,56,2,0.00676544590438915
"w",366,56,2,0.0204640760413755
"x",10,56,2,0.000559127760693318
"y",243,56,2,0.0135868045848476
"z",2,56,2,0.000111825552138664
" ",1695,57,2,0.192723138146674
"a",554,57,2,0.0629903354178511
"b",101,57,2,0.0114837976122797
"c",187,57,2,0.0212620807276862
"d",328,57,2,0.0372939169982945
"e",891,57,2,0.101307561114269
"f",175,57,2,0.0198976691301876
"g",152,57,2,0.0172825469016487
"h",466,57,2,0.0529846503695281
"i",509,57,2,0.0578737919272314
"j",6,57,2,0.000682205798749289
"k",40,57,2,0.0045480386583286
"l",294,57,2,0.0334280841387152
"m",186,57,2,0.021148379761228
"n",525,57,2,0.0596930073905628
"o",537,57,2,0.0610574189880614
"p",117,57,2,0.0133030130756111
"q",8,57,2,0.000909607731665719
"r",457,57,2,0.0519613416714042
"s",431,57,2,0.0490051165434906
"t",621,57,2,0.0706083001705514
"u",156,57,2,0.0177373507674815
"v",82,57,2,0.00932347924957362
"w",157,57,2,0.0178510517339397
"x",2,57,2,0.00022740193291643
"y",117,57,2,0.0133030130756111
"z",1,57,2,0.000113700966458215
" ",2148,0,3,0.193880314107771
"a",728,0,3,0.0657099016156693
"b",146,0,3,0.0131780846646809
"c",261,0,3,0.0235580828594639
"d",356,0,3,0.0321328639768932
"e",1115,0,3,0.100640852062461
"f",235,0,3,0.0212113006589042
"g",148,0,3,0.0133586063724163
"h",541,0,3,0.0488311219424136
"i",628,0,3,0.0566838162289015
"j",9,0,3,0.000812347684809098
"k",70,0,3,0.00631825977073743
"l",360,0,3,0.0324939073923639
"m",221,0,3,0.0199476487047567
"n",617,0,3,0.0556909468363571
"o",731,0,3,0.0659806841772723
"p",162,0,3,0.0146222583265638
"q",15,0,3,0.00135391280801516
"r",552,0,3,0.049823991334958
"s",547,0,3,0.0493726870656196
"t",812,0,3,0.0732918133405542
"u",225,0,3,0.0203086921202275
"v",83,0,3,0.00749165087101724
"w",200,0,3,0.0180521707735355
"x",16,0,3,0.00144417366188284
"y",150,0,3,0.0135391280801516
"z",3,0,3,0.000270782561603033
" ",2310,1,3,0.197638603696099
"a",709,1,3,0.0606605065023956
"b",157,1,3,0.0134325804243669
"c",259,1,3,0.0221594798083504
"d",409,1,3,0.0349931553730322
"e",1172,1,3,0.100273785078713
"f",246,1,3,0.021047227926078
"g",197,1,3,0.016854893908282
"h",560,1,3,0.0479123887748118
"i",654,1,3,0.0559548254620123
"j",5,1,3,0.000427789185489391
"k",75,1,3,0.00641683778234086
"l",428,1,3,0.0366187542778919
"m",263,1,3,0.022501711156742
"n",667,1,3,0.0570670773442847
"o",747,1,3,0.063911704312115
"p",174,1,3,0.0148870636550308
"q",11,1,3,0.00094113620807666
"r",568,1,3,0.0485968514715948
"s",548,1,3,0.0468856947296372
"t",810,1,3,0.0693018480492813
"u",254,1,3,0.0217316906228611
"v",77,1,3,0.00658795345653662
"w",179,1,3,0.0153148528405202
"x",13,1,3,0.00111225188227242
"y",191,1,3,0.0163415468856947
"z",5,1,3,0.000427789185489391
" ",5111,2,3,0.193239820031003
"a",1670,2,3,0.0631403833793338
"b",370,2,3,0.0139891867367386
"c",578,2,3,0.0218533781995539
"d",881,2,3,0.0333093878785587
"e",2648,2,3,0.100117206699686
"f",492,2,3,0.0186018374985822
"g",424,2,3,0.0160308518280464
"h",1331,2,3,0.0503232636394571
"i",1420,2,3,0.0536882301788347
"j",26,2,3,0.000983023932851904
"k",185,2,3,0.00699459336836931
"l",858,2,3,0.0324397897841128
"m",603,2,3,0.0227985935196038
"n",1592,2,3,0.0601913115807781
"o",1589,2,3,0.0600778857423721
"p",483,2,3,0.0182615599833642
"q",21,2,3,0.000793980868841922
"r",1238,2,3,0.0468070626488714
"s",1252,2,3,0.0473363832280994
"t",2003,2,3,0.0757306514423986
"u",591,2,3,0.0223448901659798
"v",208,2,3,0.00786419146281523
"w",467,2,3,0.0176566221785323
"x",34,2,3,0.00128549283526787
"y",367,2,3,0.0138757608983326
"z",7,2,3,0.000264660289613974
" ",5157,3,3,0.217558218022275
"a",1563,3,3,0.0659382382720216
"b",322,3,3,0.013584205197435
"c",474,3,3,0.019996625042187
"d",835,3,3,0.0352261221734728
"e",2153,3,3,0.0908285521430982
"f",348,3,3,0.0146810664866689
"g",373,3,3,0.01573574080324
"h",1155,3,3,0.0487259534255822
"i",1326,3,3,0.0559399257509281
"j",12,3,3,0.000506243671954101
"k",208,3,3,0.00877489031387108
"l",819,3,3,0.0345511306108674
"m",579,3,3,0.0244262571717854
"n",1305,3,3,0.0550539993250084
"o",1333,3,3,0.056235234559568
"p",407,3,3,0.0171700978737766
"q",22,3,3,0.000928113398582518
"r",1107,3,3,0.0467009787377658
"s",1101,3,3,0.0464478569017887
"t",1500,3,3,0.0632804589942626
"u",530,3,3,0.0223590955113061
"v",167,3,3,0.00704522443469457
"w",429,3,3,0.0180982112723591
"x",18,3,3,0.000759365507931151
"y",459,3,3,0.0193638204522443
"z",2,3,3,8.43739453256834e-05
" ",5737,4,3,0.2134856547464
"a",1619,4,3,0.0602463439139657
"b",307,4,3,0.0114241059799799
"c",526,4,3,0.0195735496595095
"d",903,4,3,0.0336025006512113
"e",2536,4,3,0.0943698135675213
"f",410,4,3,0.0152569493543706
"g",418,4,3,0.0155546459271388
"h",1274,4,3,0.0474081792133368
"i",1509,4,3,0.0561530160384029
"j",33,4,3,0.00122799836266885
"k",179,4,3,0.00666096081568861
"l",884,4,3,0.0328954712908868
"m",517,4,3,0.0192386410151453
"n",1461,4,3,0.0543668366017936
"o",1656,4,3,0.0616231905630186
"p",382,4,3,0.0142150113496818
"q",101,4,3,0.0037584192311986
"r",1316,4,3,0.0489710862203699
"s",1532,4,3,0.0570088936851115
"t",1761,4,3,0.0655304580806013
"u",655,4,3,0.0243739068953969
"v",141,4,3,0.00524690209503963
"w",467,4,3,0.017378037435344
"x",44,4,3,0.00163733115022513
"y",493,4,3,0.0183455512968407
"z",12,4,3,0.000446544859152309
" ",4983,5,3,0.210049319226068
"a",1554,5,3,0.0655060489820006
"b",298,5,3,0.0125616490325844
"c",485,5,3,0.0204442945664545
"d",804,5,3,0.0338911604771741
"e",2318,5,3,0.0977110820722506
"f",394,5,3,0.0166083547612022
"g",418,5,3,0.0176200311933567
"h",1182,5,3,0.0498250642836066
"i",1254,5,3,0.05286009358007
"j",22,5,3,0.000927370062808245
"k",192,5,3,0.00809341145723559
"l",751,5,3,0.0316570416894996
"m",474,5,3,0.0199806095350504
"n",1272,5,3,0.0536188509041858
"o",1345,5,3,0.0566960333853223
"p",311,5,3,0.0131096404333347
"q",59,5,3,0.00248703789571302
"r",1167,5,3,0.0491927665135101
"s",1230,5,3,0.0518484171479155
"t",1644,5,3,0.0692998356025798
"u",501,5,3,0.0211187455212241
"v",187,5,3,0.00788264553387008
"w",401,5,3,0.0169034270539139
"x",34,5,3,0.00143320827888547
"y",438,5,3,0.0184630948868187
"z",5,5,3,0.00021076592336551
" ",10434,7,3,0.207641791044776
"a",3231,7,3,0.0642985074626866
"b",704,7,3,0.0140099502487562
"c",840,7,3,0.0167164179104478
"d",1851,7,3,0.0368358208955224
"e",5184,7,3,0.103164179104478
"f",910,7,3,0.0181094527363184
"g",926,7,3,0.0184278606965174
"h",2695,7,3,0.0536318407960199
"i",2522,7,3,0.0501890547263682
"j",38,7,3,0.000756218905472637
"k",308,7,3,0.00612935323383085
"l",1668,7,3,0.0331940298507463
"m",888,7,3,0.0176716417910448
"n",2781,7,3,0.0553432835820896
"o",2930,7,3,0.0583084577114428
"p",622,7,3,0.0123781094527363
"q",50,7,3,0.00099502487562189
"r",2437,7,3,0.0484975124378109
"s",2432,7,3,0.0483980099502488
"t",3583,7,3,0.0713034825870647
"u",1092,7,3,0.0217313432835821
"v",358,7,3,0.00712437810945274
"w",911,7,3,0.0181293532338308
"x",42,7,3,0.000835820895522388
"y",787,7,3,0.0156616915422886
"z",26,7,3,0.000517412935323383
" ",3790,8,3,0.218822170900693
"a",1041,8,3,0.0601039260969977
"b",192,8,3,0.0110854503464203
"c",316,8,3,0.0182448036951501
"d",615,8,3,0.0355080831408776
"e",1664,8,3,0.0960739030023095
"f",266,8,3,0.0153579676674365
"g",295,8,3,0.0170323325635104
"h",851,8,3,0.0491339491916859
"i",932,8,3,0.053810623556582
"j",19,8,3,0.00109699769053118
"k",113,8,3,0.00652424942263279
"l",609,8,3,0.035161662817552
"m",343,8,3,0.0198036951501155
"n",890,8,3,0.0513856812933025
"o",1015,8,3,0.0586027713625866
"p",226,8,3,0.0130484988452656
"q",86,8,3,0.00496535796766744
"r",804,8,3,0.0464203233256351
"s",933,8,3,0.0538683602771363
"t",1123,8,3,0.064838337182448
"u",447,8,3,0.0258083140877598
"v",104,8,3,0.00600461893764434
"w",307,8,3,0.0177251732101617
"x",21,8,3,0.00121247113163972
"y",312,8,3,0.018013856812933
