"char1","n","chapter","book","prob"
"f",349,51,9,0.0164335828977728
"g",330,51,9,0.0155389179262608
"h",1054,51,9,0.0496303621038753
"i",1205,51,9,0.0567405942458916
"j",18,51,9,0.000847577341432406
"k",144,51,9,0.00678061873145925
"l",685,51,9,0.032255026604511
"m",474,51,9,0.02231953665772
"n",1138,51,9,0.0535857230305599
"o",1287,51,9,0.060601779912417
"p",213,51,9,0.0100296652069501
"q",25,51,9,0.00117719075198945
"r",932,51,9,0.0438856712341668
"s",988,51,9,0.0465225785186232
"t",1520,51,9,0.0715731977209587
"u",492,51,9,0.0231671139991524
"v",133,51,9,0.00626265480058389
"w",475,51,9,0.0223666242877996
"x",16,51,9,0.00075340208127325
"y",383,51,9,0.0180345623204784
"z",1,51,9,4.70876300795781e-05
" ",5311,52,9,0.224785203369027
"a",1484,52,9,0.0628094976086681
"b",252,52,9,0.0106657637448682
"c",404,52,9,0.0170990815592331
"d",975,52,9,0.0412663478224066
"e",2122,52,9,0.0898125026452787
"f",375,52,9,0.0158716722393871
"g",370,52,9,0.015660049942862
"h",1147,52,9,0.0485461548228721
"i",1383,52,9,0.0585347272188598
"j",21,52,9,0.00088881364540568
"k",156,52,9,0.00660261565158505
"l",674,52,9,0.0285266855715918
"m",522,52,9,0.0220933677572269
"n",1296,52,9,0.054852499259322
"o",1470,52,9,0.0622169551783976
"p",248,52,9,0.010496465907648
"q",17,52,9,0.00071951580818555
"r",1088,52,9,0.0460490117238752
"s",1121,52,9,0.0474457188809413
"t",1542,52,9,0.0652643162483599
"u",535,52,9,0.0226435857281923
"v",188,52,9,0.00795699834934609
"w",475,52,9,0.0201041181698904
"x",17,52,9,0.00071951580818555
"y",434,52,9,0.0183688153383841
" ",5151,53,9,0.219743185017704
"a",1537,53,9,0.0655688750479928
"b",273,53,9,0.0116462608250501
"c",383,53,9,0.0163388933919201
"d",884,53,9,0.0377117017192099
"e",2166,53,9,0.0924022012712768
"f",359,53,9,0.0153150462864212
"g",415,53,9,0.0177040228659187
"h",1072,53,9,0.0457318373789514
"i",1272,53,9,0.0542638965914423
"j",13,53,9,0.000554583848811911
"k",161,53,9,0.0068683076660552
"l",681,53,9,0.0290516616185316
"m",620,53,9,0.0264493835587219
"n",1292,53,9,0.0551171025126914
"o",1433,53,9,0.0611322042574975
"p",284,53,9,0.0121155240817371
"q",20,53,9,0.000853205921249094
"r",1040,53,9,0.0443667079049529
"s",1153,53,9,0.0491873213600102
"t",1604,53,9,0.0684271148841773
"u",569,53,9,0.0242737084595367
"v",146,53,9,0.00622840322511838
"w",449,53,9,0.0191544729320421
"x",21,53,9,0.000895866217311548
"y",439,53,9,0.0187278699714176
"z",4,53,9,0.000170641184249819
" ",5124,54,9,0.207870182555781
"a",1464,54,9,0.0593914807302231
"b",345,54,9,0.0139959432048682
"c",575,54,9,0.0233265720081136
"d",677,54,9,0.0274645030425963
"e",2420,54,9,0.0981744421906694
"f",416,54,9,0.0168762677484787
"g",370,54,9,0.0150101419878296
"h",1115,54,9,0.0452332657200811
"i",1437,54,9,0.0582961460446247
"j",19,54,9,0.00077079107505071
"k",237,54,9,0.00961460446247464
"l",775,54,9,0.0314401622718053
"m",558,54,9,0.0226369168356998
"n",1247,54,9,0.0505882352941176
"o",1471,54,9,0.0596754563894523
"p",321,54,9,0.0130223123732252
"q",19,54,9,0.00077079107505071
"r",1209,54,9,0.0490466531440162
"s",1403,54,9,0.0569168356997972
"t",1780,54,9,0.072210953346856
"u",620,54,9,0.0251521298174442
"v",193,54,9,0.00782961460446248
"w",374,54,9,0.0151724137931034
"x",30,54,9,0.00121703853955375
"y",443,54,9,0.0179716024340771
"z",8,54,9,0.000324543610547667
" ",9977,55,9,0.214305659972076
"a",2752,55,9,0.0591128772419719
"b",638,55,9,0.0137042208140909
"c",1041,55,9,0.0223606486950918
"d",1575,55,9,0.0338309526366663
"e",4377,55,9,0.0940178283750403
"f",749,55,9,0.0160884974761035
"g",704,55,9,0.0151218988293416
"h",2110,55,9,0.0453227365481688
"i",2593,55,9,0.0556975620234132
"j",36,55,9,0.000773278917409516
"k",466,55,9,0.0100096659864676
"l",1398,55,9,0.0300289979594029
"m",1093,55,9,0.02347760713135
"n",2515,55,9,0.0540221243690259
"o",2814,55,9,0.0604446353775105
"p",586,55,9,0.0125872623778327
"q",23,55,9,0.000494039308344968
"r",2172,55,9,0.0466544946837074
"s",2519,55,9,0.0541080442487381
"t",3151,55,9,0.0676833852432607
"u",1196,55,9,0.0256900440339384
"v",285,55,9,0.006121791429492
"w",810,55,9,0.0173987756417141
"x",43,55,9,0.00092363870690581
"y",922,55,9,0.0198045322736548
"z",10,55,9,0.000214799699280421
" ",7216,56,9,0.213775736927863
"a",2120,56,9,0.0628055102947711
"b",407,56,9,0.0120574729669679
"c",520,56,9,0.015405125166642
"d",1134,56,9,0.0335950229595615
"e",3147,56,9,0.093230632498889
"f",575,56,9,0.0170345134054214
"g",543,56,9,0.0160865057028588
"h",1788,56,9,0.0529699303806843
"i",1702,56,9,0.0504221596800474
"j",18,56,9,0.000533254332691453
"k",225,56,9,0.00666567915864316
"l",1089,56,9,0.0322618871278329
"m",798,56,9,0.0236409420826544
"n",1835,56,9,0.0543623166938231
"o",2151,56,9,0.0637238927566287
"p",442,56,9,0.0130943563916457
"q",22,56,9,0.000651755295511776
"r",1620,56,9,0.0479928899422308
"s",1764,56,9,0.0522589246037624
"t",2211,56,9,0.0655014071989335
"u",809,56,9,0.0239668197304103
"v",254,56,9,0.0075248111390905
"w",636,56,9,0.0188416530884313
"x",28,56,9,0.00082950673974226
"y",698,56,9,0.0206784180121464
"z",3,56,9,8.88757221152422e-05
" ",3623,57,9,0.206851270339709
"a",1030,57,9,0.0588067370825007
"b",214,57,9,0.0122180987724807
"c",343,57,9,0.0195832143876677
"d",582,57,9,0.0332286611475878
"e",1710,57,9,0.0976306023408507
"f",284,57,9,0.0162146731373109
"g",306,57,9,0.0174707393662575
"h",863,57,9,0.0492720525264059
"i",1022,57,9,0.0583499857265201
"j",21,57,9,0.00119897230944904
"k",160,57,9,0.00913502711961176
"l",577,57,9,0.0329431915500999
"m",337,57,9,0.0192406508706823
"n",992,57,9,0.0566371681415929
"o",1048,57,9,0.059834427633457
"p",228,57,9,0.0130174136454468
"q",16,57,9,0.000913502711961176
"r",827,57,9,0.0472166714244933
"s",1035,57,9,0.0590922066799886
"t",1207,57,9,0.0689123608335712
"u",402,57,9,0.0229517556380246
"v",122,57,9,0.00696545817870397
"w",261,57,9,0.0149015129888667
